HelioClim-3 Database of Solar Irradiance v5 (derived from satellite data)
Provider;MINES ParisTech / Armines / Transvalor (France)
More information at;http://www.soda-is.com
Site latitude (positive means North);32.680
Site longitude (positive means East);-4.733
Elevation (m);1477
Take into account the shadows due to relief?;1 (yes, with horizon computed from SRTM)
Date beginning;2005-01-01
Date end;2005-12-31
Time reference (decimal hour);TU
Summarization (period of integration);Hour (h)
Date - Instant;The date or instant given for each value corresponds to the end of the summarization
Irradiance (W/m2);Irradiance averaged over the period (-999 if no data)
Lower bound (W/m2);Uncertainty in irradiance. Lower bound
Upper bound (W/m2);Uncertainty in irradiance. Upper bound. There is a 68% chance that the actual value is comprised between lower and upper bounds
Code;0: no data; 1: sun below horizon; 2: satellite assessment; 5: interpolation in time
Top of Atmosphere (W/m2);Irradiance averaged over the period at the top of the atmosphere (extraterrestrial)
Clear-Sky (W/m2);Typical irradiance averaged over the period if the sky were clear
Irradiation (Wh/m2);Irradiation over the period (-999 if no data)

Hourly mean irradiance and irradiation from HelioClim-3
Year;Month;Day;Time;Irradiance;Lower bound;Upper bound;Code;Top of Atmosphere;Clear-Sky;Irradiation;
2005;1;6;12.0000;624;561;678;2;776;667;624;
2005;1;6;13.0000;651;586;709;2;807;696;651;
2005;1;6;14.0000;611;550;664;2;764;653;611;
2005;1;6;15.0000;506;415;544;2;648;543;506;
2005;1;6;16.0000;337;315;338;2;469;376;337;
2005;1;6;17.0000;131;71;147;2;238;171;131;
2005;1;6;18.0000;8;2;10;5;22;12;8;
2005;1;6;19.0000;0;0;0;1;0;0;0;
2005;1;6;20.0000;0;0;0;1;0;0;0;
2005;1;6;21.0000;0;0;0;1;0;0;0;
2005;1;6;22.0000;0;0;0;1;0;0;0;
2005;1;6;23.0000;0;0;0;1;0;0;0;
2005;1;6;24.0000;0;0;0;1;0;0;0;
2005;1;7;01.0000;0;0;0;1;0;0;0;
2005;1;7;02.0000;0;0;0;1;0;0;0;
2005;1;7;03.0000;0;0;0;1;0;0;0;
2005;1;7;04.0000;0;0;0;1;0;0;0;
2005;1;7;05.0000;0;0;0;1;0;0;0;
2005;1;7;06.0000;0;0;0;1;0;0;0;
2005;1;7;07.0000;0;0;0;1;0;0;0;
2005;1;7;08.0000;17;4;22;5;45;27;17;
2005;1;7;09.0000;164;89;185;2;281;211;164;
2005;1;7;10.0000;366;342;367;2;505;414;366;
2005;1;7;11.0000;531;470;600;2;675;572;531;
2005;1;7;12.0000;625;563;681;2;779;670;625;
2005;1;7;13.0000;653;588;711;2;810;699;653;
2005;1;7;14.0000;612;551;666;2;766;656;612;
2005;1;7;15.0000;508;416;546;2;651;546;508;
2005;1;7;16.0000;339;318;340;2;471;380;339;
2005;1;7;17.0000;132;71;148;2;240;174;132;
2005;1;7;18.0000;8;2;11;5;23;13;8;
2005;1;7;19.0000;0;0;0;1;0;0;0;
2005;1;7;20.0000;0;0;0;1;0;0;0;
2005;1;7;21.0000;0;0;0;1;0;0;0;
2005;1;7;22.0000;0;0;0;1;0;0;0;
2005;1;7;23.0000;0;0;0;1;0;0;0;
2005;1;7;24.0000;0;0;0;1;0;0;0;
2005;1;8;01.0000;0;0;0;1;0;0;0;
2005;1;8;02.0000;0;0;0;1;0;0;0;
2005;1;8;03.0000;0;0;0;1;0;0;0;
2005;1;8;04.0000;0;0;0;1;0;0;0;
2005;1;8;05.0000;0;0;0;1;0;0;0;
2005;1;8;06.0000;0;0;0;1;0;0;0;
2005;1;8;07.0000;0;0;0;1;0;0;0;
2005;1;8;08.0000;17;5;22;5;46;26;17;
2005;1;8;09.0000;165;89;186;2;284;206;165;
2005;1;8;10.0000;358;336;359;2;508;405;358;
2005;1;8;11.0000;520;461;588;2;677;560;520;
2005;1;8;12.0000;612;551;665;2;781;655;612;
2005;1;8;13.0000;637;574;693;2;813;681;637;
2005;1;8;14.0000;595;527;672;2;769;637;595;
2005;1;8;15.0000;490;401;526;2;653;527;490;
2005;1;8;16.0000;326;248;368;2;474;363;326;
2005;1;8;17.0000;126;68;142;2;242;162;126;
2005;1;8;18.0000;8;2;10;5;23;12;8;
2005;1;8;19.0000;0;0;0;1;0;0;0;
2005;1;8;20.0000;0;0;0;1;0;0;0;
2005;1;8;21.0000;0;0;0;1;0;0;0;
2005;1;8;22.0000;0;0;0;1;0;0;0;
2005;1;8;23.0000;0;0;0;1;0;0;0;
2005;1;8;24.0000;0;0;0;1;0;0;0;
2005;1;9;01.0000;0;0;0;1;0;0;0;
2005;1;9;02.0000;0;0;0;1;0;0;0;
2005;1;9;03.0000;0;0;0;1;0;0;0;
2005;1;9;04.0000;0;0;0;1;0;0;0;
2005;1;9;05.0000;0;0;0;1;0;0;0;
2005;1;9;06.0000;0;0;0;1;0;0;0;
2005;1;9;07.0000;0;0;0;1;0;0;0;
2005;1;9;08.0000;13;2;18;5;44;21;13;
2005;1;9;09.0000;132;56;150;2;282;181;132;
2005;1;9;10.0000;270;184;314;2;507;372;270;
2005;1;9;11.0000;439;369;501;2;678;524;439;
2005;1;9;12.0000;527;443;602;2;783;618;527;
2005;1;9;13.0000;598;530;676;2;815;646;598;
2005;1;9;14.0000;476;400;543;2;773;604;476;
2005;1;9;15.0000;382;261;444;2;658;497;382;
2005;1;9;16.0000;245;167;284;2;480;336;245;
2005;1;9;17.0000;86;22;111;2;249;144;86;
2005;1;9;18.0000;6;1;8;5;26;11;6;
2005;1;9;19.0000;0;0;0;1;0;0;0;
2005;1;9;20.0000;0;0;0;1;0;0;0;
2005;1;9;21.0000;0;0;0;1;0;0;0;
2005;1;9;22.0000;0;0;0;1;0;0;0;
2005;1;9;23.0000;0;0;0;1;0;0;0;
2005;1;9;24.0000;0;0;0;1;0;0;0;
2005;1;10;01.0000;0;0;0;1;0;0;0;
2005;1;10;02.0000;0;0;0;1;0;0;0;
2005;1;10;03.0000;0;0;0;1;0;0;0;
2005;1;10;04.0000;0;0;0;1;0;0;0;
2005;1;10;05.0000;0;0;0;1;0;0;0;
2005;1;10;06.0000;0;0;0;1;0;0;0;
2005;1;10;07.0000;0;0;0;1;0;0;0;
2005;1;10;08.0000;14;4;19;5;46;22;14;
2005;1;10;09.0000;145;78;163;2;284;184;145;
2005;1;10;10.0000;333;253;376;2;509;373;333;
2005;1;10;11.0000;490;434;553;2;680;528;490;
2005;1;10;12.0000;583;516;659;2;786;624;583;
2005;1;10;13.0000;612;551;666;2;818;655;612;
2005;1;10;14.0000;575;510;650;5;776;616;575;
2005;1;10;15.0000;477;391;512;2;661;511;477;
2005;1;10;16.0000;315;239;355;2;482;352;315;
2005;1;10;17.0000;118;50;134;5;251;157;118;
2005;1;10;18.0000;8;1;11;5;27;12;8;
2005;1;10;19.0000;0;0;0;1;0;0;0;
2005;1;10;20.0000;0;0;0;1;0;0;0;
2005;1;10;21.0000;0;0;0;1;0;0;0;
2005;1;10;22.0000;0;0;0;1;0;0;0;
2005;1;10;23.0000;0;0;0;1;0;0;0;
2005;1;10;24.0000;0;0;0;1;0;0;0;
2005;1;11;01.0000;0;0;0;1;0;0;0;
2005;1;11;02.0000;0;0;0;1;0;0;0;
2005;1;11;03.0000;0;0;0;1;0;0;0;
2005;1;11;04.0000;0;0;0;1;0;0;0;
2005;1;11;05.0000;0;0;0;1;0;0;0;
2005;1;11;06.0000;0;0;0;1;0;0;0;
2005;1;11;07.0000;0;0;0;1;0;0;0;
2005;1;11;08.0000;15;4;19;5;44;22;15;
2005;1;11;09.0000;153;82;172;2;283;189;153;
2005;1;11;10.0000;343;261;387;2;509;384;343;
2005;1;11;11.0000;501;444;566;2;681;539;501;
2005;1;11;12.0000;593;526;671;2;788;636;593;
2005;1;11;13.0000;623;561;678;2;821;667;623;
2005;1;11;14.0000;586;519;662;2;780;629;586;
2005;1;11;15.0000;488;400;524;2;667;525;488;
2005;1;11;16.0000;329;250;372;2;488;365;329;
2005;1;11;17.0000;131;71;147;2;258;169;131;
2005;1;11;18.0000;10;3;13;5;30;15;10;
2005;1;11;19.0000;0;0;0;1;0;0;0;
2005;1;11;20.0000;0;0;0;1;0;0;0;
2005;1;11;21.0000;0;0;0;1;0;0;0;
2005;1;11;22.0000;0;0;0;1;0;0;0;
2005;1;11;23.0000;0;0;0;1;0;0;0;
2005;1;11;24.0000;0;0;0;1;0;0;0;
2005;1;12;01.0000;0;0;0;1;0;0;0;
2005;1;12;02.0000;0;0;0;1;0;0;0;
2005;1;12;03.0000;0;0;0;1;0;0;0;
2005;1;12;04.0000;0;0;0;1;0;0;0;
2005;1;12;05.0000;0;0;0;1;0;0;0;
2005;1;12;06.0000;0;0;0;1;0;0;0;
2005;1;12;07.0000;0;0;0;1;0;0;0;
2005;1;12;08.0000;15;4;20;5;46;23;15;
2005;1;12;09.0000;153;83;172;2;285;193;153;
2005;1;12;10.0000;349;266;394;2;512;393;349;
2005;1;12;11.0000;509;451;576;2;684;550;509;
2005;1;12;12.0000;604;544;657;2;791;648;604;
2005;1;12;13.0000;633;570;689;2;825;679;633;
2005;1;12;14.0000;596;528;674;2;783;641;596;
2005;1;12;15.0000;497;407;534;2;670;536;497;
2005;1;12;16.0000;337;256;380;2;491;374;337;
2005;1;12;17.0000;136;74;153;2;260;175;136;
2005;1;12;18.0000;10;3;13;5;31;16;10;
2005;1;12;19.0000;0;0;0;1;0;0;0;
2005;1;12;20.0000;0;0;0;1;0;0;0;
2005;1;12;21.0000;0;0;0;1;0;0;0;
2005;1;12;22.0000;0;0;0;1;0;0;0;
2005;1;12;23.0000;0;0;0;1;0;0;0;
2005;1;12;24.0000;0;0;0;1;0;0;0;
2005;1;13;01.0000;0;0;0;1;0;0;0;
2005;1;13;02.0000;0;0;0;1;0;0;0;
2005;1;13;03.0000;0;0;0;1;0;0;0;
2005;1;13;04.0000;0;0;0;1;0;0;0;
2005;1;13;05.0000;0;0;0;1;0;0;0;
2005;1;13;06.0000;0;0;0;1;0;0;0;
2005;1;13;07.0000;0;0;0;1;0;0;0;
2005;1;13;08.0000;16;4;21;5;47;25;16;
2005;1;13;09.0000;158;86;178;2;288;197;158;
2005;1;13;10.0000;350;266;395;2;514;394;350;
2005;1;13;11.0000;510;451;576;2;687;550;510;
2005;1;13;12.0000;602;542;655;2;794;647;602;
2005;1;13;13.0000;629;566;685;2;828;678;629;
2005;1;13;14.0000;593;525;670;2;787;639;593;
2005;1;13;15.0000;496;406;532;2;673;535;496;
2005;1;13;16.0000;335;255;378;2;494;374;335;
2005;1;13;17.0000;137;74;155;2;263;175;137;
2005;1;13;18.0000;11;3;14;5;33;16;11;
2005;1;13;19.0000;0;0;0;1;0;0;0;
2005;1;13;20.0000;0;0;0;1;0;0;0;
2005;1;13;21.0000;0;0;0;1;0;0;0;
2005;1;13;22.0000;0;0;0;1;0;0;0;
2005;1;13;23.0000;0;0;0;1;0;0;0;
2005;1;13;24.0000;0;0;0;1;0;0;0;
2005;1;14;01.0000;0;0;0;1;0;0;0;
2005;1;14;02.0000;0;0;0;1;0;0;0;
2005;1;14;03.0000;0;0;0;1;0;0;0;
2005;1;14;04.0000;0;0;0;1;0;0;0;
2005;1;14;05.0000;0;0;0;1;0;0;0;
2005;1;14;06.0000;0;0;0;1;0;0;0;
2005;1;14;07.0000;0;0;0;1;0;0;0;
2005;1;14;08.0000;15;4;20;5;46;23;15;
2005;1;14;09.0000;154;83;174;2;287;193;154;
2005;1;14;10.0000;345;262;389;2;514;391;345;
2005;1;14;11.0000;507;449;573;2;688;547;507;
2005;1;14;12.0000;601;541;654;2;796;646;601;
2005;1;14;13.0000;631;568;687;2;831;678;631;
2005;1;14;14.0000;594;526;671;2;791;639;594;
2005;1;14;15.0000;493;404;529;2;678;531;493;
2005;1;14;16.0000;336;256;379;2;500;371;336;
2005;1;14;17.0000;137;74;154;2;270;175;137;
2005;1;14;18.0000;11;3;14;5;36;17;11;
2005;1;14;19.0000;0;0;0;1;0;0;0;
2005;1;14;20.0000;0;0;0;1;0;0;0;
2005;1;14;21.0000;0;0;0;1;0;0;0;
2005;1;14;22.0000;0;0;0;1;0;0;0;
2005;1;14;23.0000;0;0;0;1;0;0;0;
2005;1;14;24.0000;0;0;0;1;0;0;0;
2005;1;15;01.0000;0;0;0;1;0;0;0;
2005;1;15;02.0000;0;0;0;1;0;0;0;
2005;1;15;03.0000;0;0;0;1;0;0;0;
2005;1;15;04.0000;0;0;0;1;0;0;0;
2005;1;15;05.0000;0;0;0;1;0;0;0;
2005;1;15;06.0000;0;0;0;1;0;0;0;
2005;1;15;07.0000;0;0;0;1;0;0;0;
2005;1;15;08.0000;15;4;20;5;48;23;15;
2005;1;15;09.0000;149;80;167;2;289;190;149;
2005;1;15;10.0000;341;259;384;2;517;385;341;
2005;1;15;11.0000;501;443;566;2;691;539;501;
2005;1;15;12.0000;592;525;669;2;800;637;592;
2005;1;15;13.0000;622;560;677;2;835;669;622;
2005;1;15;14.0000;587;520;664;2;795;633;587;
2005;1;15;15.0000;491;402;527;2;682;531;491;
2005;1;15;16.0000;334;254;377;2;504;372;334;
2005;1;15;17.0000;135;58;153;2;273;175;135;
2005;1;15;18.0000;11;3;15;5;37;18;11;
2005;1;15;19.0000;0;0;0;1;0;0;0;
2005;1;15;20.0000;0;0;0;1;0;0;0;
2005;1;15;21.0000;0;0;0;1;0;0;0;
2005;1;15;22.0000;0;0;0;1;0;0;0;
2005;1;15;23.0000;0;0;0;1;0;0;0;
2005;1;15;24.0000;0;0;0;1;0;0;0;
2005;1;16;01.0000;0;0;0;1;0;0;0;
2005;1;16;02.0000;0;0;0;1;0;0;0;
2005;1;16;03.0000;0;0;0;1;0;0;0;
2005;1;16;04.0000;0;0;0;1;0;0;0;
2005;1;16;05.0000;0;0;0;1;0;0;0;
2005;1;16;06.0000;0;0;0;1;0;0;0;
2005;1;16;07.0000;0;0;0;1;0;0;0;
2005;1;16;08.0000;15;4;20;5;49;24;15;
2005;1;16;09.0000;147;79;165;2;292;190;147;
2005;1;16;10.0000;339;258;383;2;521;386;339;
2005;1;16;11.0000;511;453;578;2;695;551;511;
2005;1;16;12.0000;608;547;661;2;803;652;608;
2005;1;16;13.0000;639;575;695;2;839;685;639;
2005;1;16;14.0000;597;529;675;2;798;648;597;
2005;1;16;15.0000;451;362;502;2;685;544;451;
2005;1;16;16.0000;280;191;326;2;507;383;280;
2005;1;16;17.0000;123;52;139;2;276;184;123;
2005;1;16;18.0000;11;2;16;5;39;19;11;
2005;1;16;19.0000;0;0;0;1;0;0;0;
2005;1;16;20.0000;0;0;0;1;0;0;0;
2005;1;16;21.0000;0;0;0;1;0;0;0;
2005;1;16;22.0000;0;0;0;1;0;0;0;
2005;1;16;23.0000;0;0;0;1;0;0;0;
2005;1;16;24.0000;0;0;0;1;0;0;0;
2005;1;17;01.0000;0;0;0;1;0;0;0;
2005;1;17;02.0000;0;0;0;1;0;0;0;
2005;1;17;03.0000;0;0;0;1;0;0;0;
2005;1;17;04.0000;0;0;0;1;0;0;0;
2005;1;17;05.0000;0;0;0;1;0;0;0;
2005;1;17;06.0000;0;0;0;1;0;0;0;
2005;1;17;07.0000;0;0;0;1;0;0;0;
2005;1;17;08.0000;15;4;20;5;48;24;15;
2005;1;17;09.0000;150;81;169;2;291;196;150;
2005;1;17;10.0000;340;258;383;2;521;396;340;
2005;1;17;11.0000;500;443;565;2;696;555;500;
2005;1;17;12.0000;611;550;665;2;806;657;611;
2005;1;17;13.0000;643;579;700;2;842;691;643;
2005;1;17;14.0000;610;549;664;2;803;655;610;
2005;1;17;15.0000;514;421;552;2;691;552;514;
2005;1;17;16.0000;353;268;398;2;514;392;353;
2005;1;17;17.0000;145;78;163;2;283;193;145;
2005;1;17;18.0000;14;4;18;5;43;23;14;
2005;1;17;19.0000;0;0;0;1;0;0;0;
2005;1;17;20.0000;0;0;0;1;0;0;0;
2005;1;17;21.0000;0;0;0;1;0;0;0;
2005;1;17;22.0000;0;0;0;1;0;0;0;
2005;1;17;23.0000;0;0;0;1;0;0;0;
2005;1;17;24.0000;0;0;0;1;0;0;0;
2005;1;18;01.0000;0;0;0;1;0;0;0;
2005;1;18;02.0000;0;0;0;1;0;0;0;
2005;1;18;03.0000;0;0;0;1;0;0;0;
2005;1;18;04.0000;0;0;0;1;0;0;0;
2005;1;18;05.0000;0;0;0;1;0;0;0;
2005;1;18;06.0000;0;0;0;1;0;0;0;
2005;1;18;07.0000;0;0;0;1;0;0;0;
2005;1;18;08.0000;17;4;22;5;50;25;17;
2005;1;18;09.0000;159;86;179;2;295;200;159;
2005;1;18;10.0000;359;273;404;2;524;401;359;
2005;1;18;11.0000;520;461;588;2;700;561;520;
2005;1;18;12.0000;617;556;672;2;810;663;617;
2005;1;18;13.0000;648;583;705;2;846;696;648;
2005;1;18;14.0000;615;553;669;2;807;659;615;
2005;1;18;15.0000;521;427;560;2;695;560;521;
2005;1;18;16.0000;361;275;408;2;517;398;361;
2005;1;18;17.0000;159;86;179;2;286;197;159;
2005;1;18;18.0000;16;4;20;5;45;23;16;
2005;1;18;19.0000;0;0;0;1;0;0;0;
2005;1;18;20.0000;0;0;0;1;0;0;0;
2005;1;18;21.0000;0;0;0;1;0;0;0;
2005;1;18;22.0000;0;0;0;1;0;0;0;
2005;1;18;23.0000;0;0;0;1;0;0;0;
2005;1;18;24.0000;0;0;0;1;0;0;0;
2005;1;19;01.0000;0;0;0;1;0;0;0;
2005;1;19;02.0000;0;0;0;1;0;0;0;
2005;1;19;03.0000;0;0;0;1;0;0;0;
2005;1;19;04.0000;0;0;0;1;0;0;0;
2005;1;19;05.0000;0;0;0;1;0;0;0;
2005;1;19;06.0000;0;0;0;1;0;0;0;
2005;1;19;07.0000;0;0;0;1;0;0;0;
2005;1;19;08.0000;18;5;24;5;52;28;18;
2005;1;19;09.0000;166;90;187;2;298;207;166;
2005;1;19;10.0000;361;274;407;2;528;408;361;
2005;1;19;11.0000;525;465;594;2;703;567;525;
2005;1;19;12.0000;622;560;677;2;814;668;622;
2005;1;19;13.0000;651;586;708;2;850;702;651;
2005;1;19;14.0000;620;558;674;2;811;666;620;
2005;1;19;15.0000;525;430;563;2;699;564;525;
2005;1;19;16.0000;366;343;367;2;521;404;366;
2005;1;19;17.0000;163;88;183;2;290;203;163;
2005;1;19;18.0000;17;4;22;5;46;25;17;
2005;1;19;19.0000;0;0;0;1;0;0;0;
2005;1;19;20.0000;0;0;0;1;0;0;0;
2005;1;19;21.0000;0;0;0;1;0;0;0;
2005;1;19;22.0000;0;0;0;1;0;0;0;
2005;1;19;23.0000;0;0;0;1;0;0;0;
2005;1;19;24.0000;0;0;0;1;0;0;0;
2005;1;20;01.0000;0;0;0;1;0;0;0;
2005;1;20;02.0000;0;0;0;1;0;0;0;
2005;1;20;03.0000;0;0;0;1;0;0;0;
2005;1;20;04.0000;0;0;0;1;0;0;0;
2005;1;20;05.0000;0;0;0;1;0;0;0;
2005;1;20;06.0000;0;0;0;1;0;0;0;
2005;1;20;07.0000;0;0;0;1;0;0;0;
2005;1;20;08.0000;19;5;25;5;51;28;19;
2005;1;20;09.0000;171;92;192;2;297;210;171;
2005;1;20;10.0000;368;280;415;2;528;411;368;
2005;1;20;11.0000;530;470;599;2;705;570;530;
2005;1;20;12.0000;627;564;682;2;816;671;627;
2005;1;20;13.0000;657;592;715;2;854;705;657;
2005;1;20;14.0000;626;563;681;2;816;670;626;
2005;1;20;15.0000;530;434;569;2;705;568;530;
2005;1;20;16.0000;371;348;372;2;528;409;371;
2005;1;20;17.0000;170;92;191;2;297;209;170;
2005;1;20;18.0000;19;5;25;5;51;28;19;
2005;1;20;19.0000;0;0;0;1;0;0;0;
